Content ID,Content Type,Genre,Release Date,Time of Day,Day of the Week,Duration (mins),Viewership,Average Watch Time (mins),Peak Viewership Time,Peak Viewership Day,Viewer Age,Viewer Gender,Viewer Location,Likes,Shares,Comments,User Ratings,Seasonality,Content Popularity,Competitor Content,Promotion Data,Subscription Data
443,Movie,Thriller,8/27/2024,09:27 AM,Tuesday,97,26816,46,04:01 AM,Saturday,18-24,Male,India,2165,1449,1405,1.6,Summer,High,Similar Action D,30% off,3592
444,Series,Drama,09-02-2024,09:54 PM,Tuesday,262,93700,110,11:03 PM,Sunday,35-44,Male,Canada,500,1728,287,2.7,Summer,High,Similar Romance F,Email Campaign,7395
445,Series,Comedy,8/16/2024,11:14 PM,Monday,365,77736,89,04:10 AM,Tuesday,18-24,Male,France,293,100,1052,2.3,Winter,Low,Similar Sci-Fi E,Print Media,12635
446,Movie,History,08-01-2024,11:31 PM,Sunday,181,94358,63,12:30 AM,Friday,45-54,Female,Canada,692,380,1067,1.1,Spring,High,Similar Sci-Fi E,Social Media,18665
447,Documentary,Fantasy,7/17/2024,02:08 PM,Tuesday,59,79333,32,06:48 PM,Saturday,25-34,Female,Germany,2928,30,551,3.9,Spring,High,Similar Action D,Social Media,14595
448,Series,Nature,07-09-2024,11:52 PM,Thursday,1099,36542,81,04:48 PM,Sunday,25-34,Male,Australia,137,1115,370,4.9,Spring,Medium,Similar Series B,Email Campaign,9815
449,Series,History,08-12-2024,05:45 PM,Friday,130,39343,76,10:44 AM,Friday,35-44,Male,Australia,808,1692,1230,1.9,Winter,High,Similar Series B,Email Campaign,6121
450,Movie,Drama,7/24/2024,06:24 AM,Tuesday,196,55733,45,08:59 AM,Saturday,45-54,Male,Canada,479,1591,1366,3.3,Spring,High,Similar Sci-Fi E,Online Ads,18691
451,Documentary,Drama,8/22/2024,04:24 PM,Friday,114,43079,61,01:43 AM,Saturday,35-44,Male,Australia,2322,411,421,3.2,Summer,Medium,Similar Series B,Email Campaign,16723
452,Series,Nature,09-09-2024,09:18 AM,Tuesday,761,57248,91,02:36 PM,Sunday,35-44,Male,India,69,573,579,1,Fall,Medium,Similar Series B,TV Ads,19691
453,Documentary,Sci-Fi,8/17/2024,02:10 PM,Sunday,73,72237,40,08:44 PM,Tuesday,25-34,Female,Canada,2298,1416,565,3.6,Fall,Low,Similar Romance F,30% off,18429
454,Documentary,Sci-Fi,7/31/2024,05:19 AM,Tuesday,95,46449,38,02:53 AM,Friday,35-44,Male,France,1868,1997,301,1.5,Summer,High,Similar Series B,30% off,1253
455,Series,Thriller,08-08-2024,07:49 AM,Tuesday,741,78789,92,10:36 AM,Saturday,25-34,Female,Canada,1025,228,1015,1,Winter,Medium,Similar Romance F,30% off,3094
456,Documentary,History,8/13/2024,09:16 PM,Saturday,68,69990,42,07:56 AM,Sunday,45-54,Female,UK,2076,1622,977,3.6,Spring,High,Similar Action D,Online Ads,19788
457,Documentary,History,08-08-2024,12:20 PM,Sunday,115,79996,45,10:02 AM,Friday,45-54,Female,France,2189,135,688,1,Spring,Low,Similar Sci-Fi E,Social Media,10829
458,Series,History,09-07-2024,05:48 PM,Monday,786,67492,98,10:10 AM,Saturday,18-24,Male,Australia,2470,1673,92,4.1,Winter,High,Similar Thriller H,Email Campaign,2125
459,Movie,Action,8/27/2024,11:33 AM,Monday,141,45699,63,03:05 AM,Sunday,45-54,Female,Australia,756,119,1133,3.7,Spring,Medium,Similar Sci-Fi E,Social Media,11676
460,Series,Romance,08-06-2024,01:11 PM,Saturday,294,19965,123,07:53 PM,Friday,18-24,Female,France,2533,1124,315,1.1,Winter,Medium,Similar Romance F,Email Campaign,18130
461,Movie,Fantasy,8/23/2024,04:47 AM,Sunday,121,79183,47,07:07 PM,Saturday,45-54,Male,Germany,730,1701,2,2.8,Spring,Low,Similar Thriller H,Social Media,6093
462,Documentary,Sci-Fi,07-06-2024,03:04 PM,Thursday,104,17119,38,02:45 PM,Saturday,45-54,Male,France,1246,821,1080,3.8,Summer,Medium,Similar Romance F,Social Media,5242
463,Documentary,Thriller,07-07-2024,02:18 AM,Friday,60,82067,28,05:34 AM,Sunday,25-34,Female,UK,1711,1399,1445,4,Summer,Medium,Similar Doc C,Online Ads,4388
464,Series,Nature,7/26/2024,09:14 AM,Sunday,303,7824,114,02:24 PM,Tuesday,35-44,Female,Italy,237,1021,1148,2.2,Winter,Low,Similar History G,30% off,16135
465,Documentary,Drama,7/26/2024,08:29 PM,Wednesday,124,23449,62,06:11 PM,Friday,35-44,Male,USA,2896,1051,628,3.8,Spring,Medium,Similar Romance F,30% off,10964
466,Movie,Romance,7/17/2024,04:28 AM,Sunday,116,56379,67,12:36 AM,Saturday,35-44,Female,Italy,1637,842,1171,3.2,Fall,High,Similar Thriller H,TV Ads,8505
467,Movie,History,7/16/2024,09:42 AM,Saturday,116,31493,77,12:08 AM,Sunday,18-24,Male,Italy,1530,1641,78,2.1,Winter,Medium,Similar Sci-Fi E,Email Campaign,6465
468,Documentary,Thriller,09-05-2024,08:02 PM,Saturday,99,25246,28,01:54 AM,Friday,25-34,Female,USA,1841,1776,830,4,Fall,High,Similar History G,30% off,18034
469,Movie,Fantasy,09-09-2024,12:22 PM,Thursday,170,67515,82,02:43 PM,Saturday,35-44,Female,France,2991,644,1063,1.8,Winter,High,Similar Doc C,30% off,19827
470,Movie,Romance,7/19/2024,03:10 AM,Wednesday,169,28437,53,11:47 AM,Saturday,45-54,Male,USA,1722,265,371,2,Summer,High,Similar History G,Print Media,4358
471,Series,Romance,07-04-2024,07:04 AM,Sunday,418,71553,30,10:34 PM,Sunday,45-54,Female,Australia,338,1105,1485,3,Winter,High,Similar Romance F,30% off,1294
472,Series,Thriller,08-03-2024,01:45 AM,Saturday,128,64057,52,04:00 PM,Tuesday,35-44,Male,France,52,1823,19,1.2,Summer,Low,Similar History G,Print Media,4736
473,Movie,Drama,8/29/2024,06:33 AM,Friday,120,43303,65,03:43 AM,Friday,18-24,Female,USA,603,1551,407,4.1,Summer,High,Similar Doc C,Online Ads,18006
474,Documentary,Thriller,09-02-2024,09:13 PM,Friday,117,82412,84,12:50 AM,Saturday,35-44,Male,UK,2750,735,240,4.8,Winter,Low,Similar Romance F,Social Media,10860
475,Series,Sci-Fi,07-03-2024,02:38 PM,Wednesday,187,22556,66,05:03 AM,Sunday,45-54,Female,India,1690,706,1382,2.2,Fall,Low,Similar History G,TV Ads,13577
476,Movie,Drama,8/15/2024,12:32 AM,Wednesday,116,31997,59,09:18 AM,Friday,45-54,Female,USA,1499,470,806,4.1,Winter,High,Similar Sci-Fi E,TV Ads,12480
477,Movie,Action,09-02-2024,05:36 AM,Wednesday,95,93107,33,02:53 PM,Saturday,18-24,Female,India,304,67,1338,2.3,Spring,High,Similar Sci-Fi E,Social Media,645
478,Series,Sci-Fi,09-10-2024,10:44 AM,Wednesday,693,46957,89,01:12 PM,Sunday,25-34,Female,India,1747,755,477,1,Winter,Low,Similar Romance F,30% off,19608
479,Series,Comedy,09-03-2024,03:47 AM,Wednesday,892,84441,106,03:44 PM,Friday,35-44,Female,Italy,2267,290,1461,2.2,Summer,High,Similar Romance F,TV Ads,3168
480,Series,History,8/30/2024,06:40 AM,Saturday,867,49202,108,10:09 AM,Saturday,45-54,Male,India,352,103,298,1.9,Summer,Low,Similar Doc C,Email Campaign,2656
481,Movie,Romance,7/31/2024,10:51 AM,Saturday,163,88440,108,05:35 PM,Saturday,35-44,Female,USA,2630,1275,1306,1.5,Winter,Medium,Similar Doc C,Online Ads,10319
482,Series,Nature,07-06-2024,04:24 AM,Tuesday,1117,78725,89,09:41 AM,Sunday,18-24,Female,UK,2844,80,360,2.4,Summer,Low,Similar Movie A,Social Media,13209
483,Series,Comedy,07-12-2024,07:43 AM,Wednesday,894,3420,25,08:14 PM,Tuesday,18-24,Male,France,1455,1205,1152,3.6,Winter,Low,Similar Action D,Email Campaign,18517
484,Series,Sci-Fi,07-01-2024,08:20 PM,Saturday,600,73562,83,06:18 AM,Friday,25-34,Male,India,2720,445,1299,1.2,Summer,Low,Similar Thriller H,Online Ads,10212
485,Movie,Drama,8/25/2024,08:28 PM,Saturday,175,98140,33,01:21 AM,Saturday,18-24,Male,Canada,675,705,587,1.5,Winter,Low,Similar Movie A,Print Media,10759
486,Documentary,Fantasy,8/30/2024,10:43 PM,Thursday,70,2173,53,10:40 PM,Sunday,18-24,Female,USA,1764,21,1073,3.9,Winter,Medium,Similar Series B,TV Ads,13334
487,Movie,Romance,7/28/2024,02:20 AM,Wednesday,145,38383,68,07:31 AM,Friday,25-34,Male,Italy,595,1184,609,2.3,Fall,Low,Similar Movie A,Online Ads,11460
488,Movie,Thriller,08-02-2024,05:06 PM,Saturday,119,81635,31,08:46 AM,Saturday,35-44,Male,Canada,1059,1612,1156,3.1,Fall,Low,Similar History G,Email Campaign,15786
489,Movie,Thriller,08-09-2024,05:23 PM,Friday,187,9808,79,11:10 AM,Saturday,35-44,Male,Germany,148,1953,1102,1,Fall,High,Similar Romance F,Social Media,15987
490,Series,Sci-Fi,7/16/2024,06:37 AM,Wednesday,865,58767,34,12:11 PM,Sunday,45-54,Female,UK,606,952,440,3.6,Fall,High,Similar Series B,Social Media,370
491,Movie,Action,09-12-2024,03:37 PM,Monday,196,66074,37,04:50 PM,Tuesday,25-34,Female,USA,1662,1945,63,1.7,Spring,Medium,Similar Romance F,Email Campaign,16369
492,Movie,Drama,7/29/2024,11:08 AM,Thursday,96,98717,45,10:59 AM,Friday,35-44,Female,Italy,1870,737,910,4.6,Spring,Medium,Similar History G,Online Ads,14804
493,Movie,Sci-Fi,7/25/2024,11:13 AM,Friday,184,23559,43,03:30 PM,Saturday,25-34,Female,Italy,1269,264,770,2,Fall,Low,Similar Movie A,Social Media,10418
494,Movie,Romance,7/23/2024,06:00 PM,Friday,146,11400,51,08:57 PM,Sunday,18-24,Male,Canada,2035,666,960,3.5,Summer,High,Similar Movie A,TV Ads,12045
495,Series,History,8/17/2024,07:26 PM,Monday,759,31321,41,07:58 PM,Friday,25-34,Male,France,1591,435,646,3,Winter,High,Similar History G,Print Media,9730
496,Documentary,Nature,8/30/2024,05:18 PM,Thursday,50,39276,27,01:22 AM,Saturday,25-34,Female,France,1524,944,259,4.8,Winter,High,Similar Action D,TV Ads,3670
497,Documentary,Romance,07-08-2024,12:49 PM,Monday,81,88173,35,01:13 AM,Sunday,18-24,Male,Canada,1336,1424,1278,3.6,Summer,Low,Similar History G,30% off,1322
498,Documentary,Comedy,8/17/2024,10:59 AM,Monday,47,31438,54,04:15 AM,Friday,45-54,Female,Australia,1795,976,616,4.2,Spring,High,Similar Doc C,Social Media,8187
499,Movie,Sci-Fi,9/14/2024,05:17 PM,Monday,141,32083,41,02:59 AM,Saturday,45-54,Male,India,246,694,139,3.5,Spring,Medium,Similar Series B,30% off,14673
500,Series,Action,8/14/2024,12:12 PM,Saturday,1225,92798,111,01:04 AM,Saturday,45-54,Male,UK,1418,1652,184,1.8,Fall,Medium,Similar Movie A,Email Campaign,9482
501,Series,Drama,7/29/2024,04:22 PM,Saturday,877,79882,56,06:20 AM,Sunday,18-24,Male,UK,222,1411,499,3.5,Summer,High,Similar Action D,Online Ads,6535
502,Series,Comedy,9/13/2024,07:20 AM,Monday,557,19672,87,06:32 AM,Tuesday,25-34,Female,France,2595,796,741,1.9,Spring,High,Similar Thriller H,30% off,13012
503,Series,Action,08-03-2024,09:21 AM,Sunday,528,64359,83,04:05 AM,Friday,18-24,Male,Germany,1706,796,1411,2,Summer,High,Similar History G,Print Media,6858
504,Movie,Fantasy,08-11-2024,01:08 AM,Friday,194,45259,91,10:05 AM,Saturday,45-54,Female,Germany,99,1872,1171,2,Fall,Medium,Similar Thriller H,Online Ads,6793
505,Series,Drama,07-04-2024,01:55 PM,Saturday,1221,90175,108,03:22 AM,Sunday,18-24,Female,USA,2494,1441,626,4.8,Fall,Medium,Similar Sci-Fi E,30% off,5260
506,Documentary,Romance,09-03-2024,07:05 AM,Wednesday,104,12730,25,03:28 AM,Friday,25-34,Female,USA,1544,808,1439,3.7,Winter,Medium,Similar Sci-Fi E,Social Media,18957
507,Movie,Romance,7/27/2024,10:46 PM,Sunday,127,15677,29,09:00 AM,Saturday,45-54,Male,Australia,2970,1465,479,4.6,Spring,Low,Similar Movie A,Social Media,6222
508,Movie,Thriller,7/19/2024,10:36 AM,Friday,128,71875,70,12:38 AM,Saturday,35-44,Male,India,1255,1552,920,3.9,Spring,High,Similar Series B,Online Ads,14593
509,Series,History,07-07-2024,05:35 PM,Tuesday,507,21670,69,08:44 PM,Sunday,18-24,Male,UK,2547,1625,63,1.5,Summer,High,Similar Romance F,Social Media,14730
510,Movie,Action,8/22/2024,09:56 AM,Monday,90,26206,33,05:58 AM,Tuesday,25-34,Male,UK,2420,1692,1365,3.4,Spring,Medium,Similar History G,Social Media,6241
511,Documentary,Fantasy,09-09-2024,03:00 AM,Wednesday,84,96707,30,07:30 PM,Friday,45-54,Male,Australia,732,584,972,1.1,Winter,High,Similar History G,Print Media,8647
512,Movie,Sci-Fi,8/21/2024,10:22 PM,Thursday,111,28450,84,01:03 PM,Saturday,18-24,Male,Italy,2499,522,551,4,Spring,High,Similar Romance F,Print Media,10898
513,Series,Action,7/18/2024,07:38 PM,Saturday,616,97476,91,01:42 AM,Sunday,18-24,Female,India,2630,1815,1181,4.8,Summer,Low,Similar Series B,Online Ads,13189
514,Series,Comedy,08-10-2024,06:00 AM,Wednesday,860,36605,104,05:44 AM,Friday,18-24,Male,France,805,1135,1205,3.4,Spring,Low,Similar Doc C,TV Ads,18094
515,Series,Romance,08-09-2024,02:53 AM,Friday,535,98293,35,11:30 PM,Saturday,18-24,Male,Canada,2410,1912,1294,2.1,Spring,High,Similar Sci-Fi E,Print Media,2664
516,Series,Fantasy,07-09-2024,12:26 AM,Friday,1226,81082,82,07:35 AM,Sunday,45-54,Male,UK,1582,598,1390,4.9,Winter,Medium,Similar Doc C,Print Media,8622
517,Documentary,Romance,9/13/2024,08:44 AM,Thursday,64,93010,24,07:58 PM,Friday,18-24,Female,UK,1886,464,1492,3.1,Summer,Medium,Similar Action D,Print Media,4792
518,Documentary,Thriller,08-12-2024,12:31 AM,Monday,87,33236,40,05:41 AM,Saturday,35-44,Male,Italy,1115,588,1339,4.1,Summer,High,Similar Movie A,Online Ads,10180
519,Movie,Thriller,7/18/2024,05:43 PM,Monday,96,85605,38,09:06 PM,Saturday,25-34,Male,Australia,177,1466,1416,4.6,Fall,Medium,Similar Romance F,Social Media,12538
520,Movie,Thriller,9/13/2024,07:16 PM,Wednesday,191,43103,91,10:17 PM,Sunday,25-34,Male,Canada,232,1635,556,4.7,Spring,Low,Similar Doc C,Print Media,16419
521,Documentary,Action,8/26/2024,10:29 AM,Saturday,51,81209,54,11:03 PM,Tuesday,18-24,Female,Germany,1039,413,363,3.2,Spring,Medium,Similar Doc C,30% off,19018
522,Series,Comedy,09-11-2024,05:41 PM,Friday,886,42991,42,06:50 AM,Friday,35-44,Male,USA,2136,1762,860,1.3,Spring,Low,Similar Doc C,30% off,19073
523,Movie,Comedy,8/17/2024,02:13 AM,Thursday,153,46549,58,12:45 PM,Saturday,18-24,Female,Germany,192,1636,1108,2.6,Winter,Medium,Similar Sci-Fi E,Online Ads,10272
524,Series,Action,08-08-2024,10:56 PM,Thursday,444,40744,54,12:47 PM,Sunday,45-54,Male,Germany,2476,1265,235,3.7,Spring,High,Similar Action D,30% off,14882
525,Movie,Nature,09-03-2024,12:02 PM,Saturday,116,69393,69,03:41 AM,Friday,25-34,Female,Canada,2515,498,1263,1.8,Winter,High,Similar Action D,TV Ads,2495
526,Movie,Romance,8/22/2024,06:26 PM,Monday,188,76576,33,09:00 PM,Saturday,45-54,Female,Germany,735,664,1035,4.9,Winter,Medium,Similar Series B,Print Media,18996
527,Series,Romance,09-08-2024,02:57 AM,Friday,689,80620,72,11:38 PM,Saturday,25-34,Male,Germany,1699,364,384,3.3,Summer,Medium,Similar Movie A,TV Ads,2192
528,Movie,History,07-11-2024,10:31 AM,Wednesday,135,929,58,05:08 AM,Sunday,25-34,Female,Canada,2748,1757,395,3,Winter,High,Similar Sci-Fi E,TV Ads,9427
529,Documentary,Romance,7/30/2024,03:05 AM,Wednesday,87,85029,29,05:10 AM,Tuesday,25-34,Female,Germany,2923,244,711,1.6,Summer,Medium,Similar Romance F,Online Ads,322
530,Series,Sci-Fi,07-05-2024,08:48 PM,Tuesday,181,57512,115,04:58 PM,Friday,18-24,Male,France,2921,1173,1454,3.7,Fall,Low,Similar Series B,Email Campaign,8644
531,Movie,Fantasy,8/14/2024,06:55 AM,Sunday,187,62,41,10:51 PM,Saturday,18-24,Male,Canada,1415,891,886,2.7,Fall,Low,Similar History G,Email Campaign,19668
532,Documentary,Sci-Fi,09-03-2024,07:57 PM,Friday,92,70527,45,11:50 PM,Sunday,18-24,Male,Germany,138,1618,567,1,Spring,Medium,Similar Series B,30% off,9526
533,Documentary,Thriller,7/20/2024,03:46 PM,Friday,97,91145,49,02:21 PM,Friday,45-54,Male,USA,1475,1407,550,1.9,Winter,High,Similar Doc C,TV Ads,16518
534,Series,Fantasy,08-05-2024,07:58 AM,Thursday,1082,12150,103,09:11 AM,Saturday,18-24,Male,Germany,363,1551,1304,1.7,Spring,Low,Similar History G,Email Campaign,3954
535,Documentary,Sci-Fi,09-08-2024,07:49 PM,Sunday,110,61382,87,02:37 AM,Sunday,18-24,Male,France,2911,294,45,1.9,Fall,Medium,Similar Thriller H,Print Media,1898
536,Series,Romance,8/23/2024,06:50 PM,Wednesday,1183,89595,110,06:05 AM,Friday,45-54,Female,Germany,1554,714,347,3.2,Winter,High,Similar Movie A,Email Campaign,17887
537,Series,Fantasy,07-04-2024,04:40 PM,Tuesday,389,21421,126,11:49 AM,Saturday,25-34,Male,USA,1244,762,576,1.9,Summer,Medium,Similar Series B,TV Ads,19019
538,Series,Romance,8/18/2024,05:24 AM,Monday,352,40651,115,11:43 AM,Saturday,45-54,Female,USA,2821,158,1178,1.1,Fall,Medium,Similar Series B,30% off,8666
539,Series,Fantasy,7/31/2024,10:51 PM,Saturday,152,20046,45,04:56 AM,Sunday,35-44,Female,Australia,190,1807,873,4.9,Winter,Medium,Similar Series B,Online Ads,15364
540,Movie,Romance,7/28/2024,12:02 PM,Sunday,113,7158,64,10:26 PM,Tuesday,18-24,Female,France,2468,1085,215,5,Summer,High,Similar Action D,Email Campaign,6360
541,Series,History,8/23/2024,12:05 PM,Monday,671,93744,35,12:00 PM,Friday,18-24,Female,Canada,1526,1656,98,1.7,Fall,Low,Similar Romance F,30% off,6963
542,Movie,Sci-Fi,08-04-2024,05:30 PM,Thursday,172,56354,53,12:02 AM,Saturday,35-44,Female,India,1600,1702,543,1,Winter,Low,Similar Action D,TV Ads,12165
543,Movie,Drama,08-07-2024,08:19 AM,Saturday,104,66451,73,02:09 AM,Sunday,18-24,Female,Germany,2107,797,164,2.1,Fall,Medium,Similar Movie A,30% off,8495
544,Documentary,Romance,9/14/2024,09:05 PM,Thursday,70,2713,28,08:11 AM,Friday,45-54,Male,India,2547,178,514,1.9,Winter,Low,Similar Sci-Fi E,TV Ads,13299
545,Movie,Fantasy,7/24/2024,10:01 AM,Friday,126,2497,25,08:04 PM,Saturday,25-34,Female,Germany,2656,148,644,2.9,Spring,Medium,Similar Series B,Online Ads,8981
546,Movie,History,07-07-2024,08:48 PM,Friday,179,35808,35,12:53 AM,Saturday,45-54,Male,UK,697,1305,1268,2,Winter,High,Similar Romance F,Online Ads,12230
547,Movie,Thriller,7/28/2024,02:08 AM,Friday,178,64479,113,10:45 PM,Sunday,35-44,Male,Australia,2463,1048,97,4.8,Winter,High,Similar Series B,Email Campaign,2575
548,Documentary,Romance,07-03-2024,03:05 AM,Sunday,96,91320,36,03:02 AM,Tuesday,25-34,Female,Canada,1872,1533,302,3.8,Winter,High,Similar Series B,30% off,13066
549,Movie,Drama,7/15/2024,06:28 AM,Thursday,195,59503,79,01:18 AM,Friday,25-34,Female,Italy,1671,754,759,2.8,Winter,Low,Similar Movie A,Email Campaign,17890
550,Documentary,Comedy,09-10-2024,05:05 PM,Sunday,105,63789,70,04:25 AM,Saturday,18-24,Male,Germany,817,572,556,2.7,Summer,High,Similar History G,Social Media,386
551,Documentary,Thriller,08-04-2024,01:33 AM,Wednesday,104,21629,46,03:25 AM,Sunday,25-34,Female,UK,2414,1501,150,2.3,Fall,High,Similar Movie A,Online Ads,4088
552,Movie,Comedy,7/24/2024,02:43 AM,Sunday,168,77451,68,02:24 AM,Friday,18-24,Male,UK,2531,1046,4,3,Summer,Medium,Similar Doc C,Email Campaign,19547
553,Documentary,Action,7/25/2024,09:29 PM,Tuesday,74,93646,30,02:39 AM,Saturday,35-44,Male,Germany,815,1187,741,1.7,Fall,Medium,Similar Thriller H,TV Ads,5351
554,Documentary,Romance,7/28/2024,03:12 AM,Saturday,88,85580,35,04:35 PM,Sunday,35-44,Female,UK,1843,1353,521,3,Fall,Medium,Similar Action D,Email Campaign,1834
555,Documentary,Romance,8/28/2024,04:11 AM,Sunday,122,54504,38,03:02 PM,Friday,18-24,Female,Canada,1293,295,970,3.9,Winter,High,Similar Series B,Email Campaign,9538
556,Documentary,Thriller,7/16/2024,11:41 AM,Tuesday,77,79612,42,04:28 AM,Saturday,25-34,Female,UK,2364,1423,620,1,Fall,Low,Similar Action D,30% off,19834
557,Movie,Fantasy,7/24/2024,06:17 AM,Friday,145,17909,86,05:53 AM,Saturday,35-44,Female,India,2276,1635,293,3.9,Winter,Low,Similar Action D,TV Ads,16505
558,Documentary,Thriller,09-06-2024,08:49 AM,Wednesday,45,80149,34,11:17 PM,Sunday,18-24,Male,India,2537,1067,855,4.7,Spring,Medium,Similar History G,30% off,11866
559,Documentary,Romance,9/13/2024,04:05 PM,Saturday,109,8572,38,08:21 PM,Tuesday,35-44,Male,Italy,98,1720,735,3,Spring,Low,Similar Thriller H,Social Media,5752
560,Series,History,8/17/2024,04:14 PM,Friday,1114,7476,131,08:52 PM,Friday,35-44,Female,Canada,1947,97,989,2,Winter,Medium,Similar Thriller H,Social Media,16147
561,Series,Thriller,8/24/2024,02:16 AM,Tuesday,820,9495,130,08:51 AM,Saturday,25-34,Female,Australia,253,342,594,1,Summer,Low,Similar Action D,Print Media,15482
562,Documentary,Fantasy,07-12-2024,04:32 AM,Tuesday,103,44461,87,06:02 PM,Sunday,45-54,Male,Australia,2067,688,649,4.2,Winter,Medium,Similar Action D,TV Ads,3115
563,Movie,Romance,8/26/2024,12:53 AM,Tuesday,148,26590,60,08:04 AM,Friday,18-24,Female,Australia,588,50,1134,3.3,Summer,High,Similar Action D,Online Ads,4
564,Movie,Comedy,8/25/2024,04:08 AM,Wednesday,94,54532,28,10:23 PM,Saturday,25-34,Female,UK,830,178,822,3.3,Summer,Medium,Similar Series B,TV Ads,19385
565,Series,Drama,8/30/2024,03:38 AM,Wednesday,689,97728,53,07:48 PM,Saturday,45-54,Female,Italy,1430,1682,253,1.5,Fall,Low,Similar Thriller H,TV Ads,14322
566,Movie,History,08-02-2024,10:08 PM,Monday,197,31031,82,12:46 PM,Sunday,35-44,Female,India,1451,1912,891,3.3,Fall,Medium,Similar Action D,TV Ads,3053
567,Documentary,Fantasy,09-06-2024,02:13 PM,Saturday,50,74097,52,09:05 PM,Tuesday,18-24,Female,Australia,944,1361,908,1.3,Winter,High,Similar Series B,Email Campaign,19646
568,Documentary,History,09-03-2024,05:56 PM,Tuesday,111,65433,32,12:10 AM,Friday,18-24,Female,Canada,2773,559,203,3.6,Spring,High,Similar Movie A,Social Media,2020
569,Series,Nature,08-02-2024,09:11 PM,Saturday,1213,36054,83,10:26 PM,Saturday,25-34,Female,USA,278,1647,976,3.4,Fall,High,Similar Thriller H,Online Ads,18752
570,Movie,Thriller,09-02-2024,02:46 PM,Saturday,166,57182,77,12:52 AM,Sunday,35-44,Male,Canada,601,1310,55,4,Spring,High,Similar Thriller H,30% off,7762
571,Movie,Action,08-06-2024,03:47 AM,Wednesday,189,28308,30,10:26 PM,Friday,18-24,Male,Italy,1227,1772,606,3.7,Fall,High,Similar Romance F,30% off,17615
572,Movie,Drama,7/27/2024,04:31 AM,Wednesday,187,27559,108,03:16 PM,Saturday,25-34,Female,Germany,1096,741,1479,4,Spring,High,Similar Romance F,Online Ads,18117
573,Series,Fantasy,09-08-2024,10:20 AM,Saturday,337,64031,55,07:08 AM,Sunday,18-24,Female,India,1148,1248,1130,4.1,Spring,Low,Similar Series B,TV Ads,4470
574,Series,Fantasy,8/15/2024,03:47 AM,Tuesday,894,12596,39,02:22 PM,Friday,45-54,Male,India,915,273,1029,3,Summer,High,Similar Doc C,Print Media,3550
575,Series,Sci-Fi,8/28/2024,12:26 AM,Sunday,927,21339,121,04:32 AM,Saturday,25-34,Female,India,2168,712,227,2.2,Summer,Medium,Similar History G,Print Media,9236
576,Series,Thriller,08-01-2024,03:03 AM,Thursday,928,55870,121,05:03 PM,Saturday,35-44,Male,France,1145,1989,700,3.6,Spring,Low,Similar Doc C,Print Media,1560
577,Movie,Romance,07-03-2024,04:42 PM,Friday,187,86925,101,09:56 AM,Sunday,35-44,Female,UK,2998,674,265,3.2,Spring,Low,Similar Series B,30% off,14203
578,Series,Romance,08-06-2024,10:17 AM,Friday,704,77809,68,11:17 AM,Tuesday,35-44,Male,Germany,2693,1563,707,3.3,Winter,Low,Similar Action D,Email Campaign,10842
579,Documentary,Sci-Fi,07-02-2024,08:20 AM,Tuesday,60,93469,29,08:35 AM,Friday,45-54,Male,France,2665,43,1407,4.5,Spring,Medium,Similar Romance F,Online Ads,3138
580,Movie,Drama,8/26/2024,12:46 PM,Saturday,183,90337,50,01:36 AM,Saturday,45-54,Female,UK,2085,1270,614,3,Winter,Low,Similar Romance F,Social Media,12908
581,Series,Comedy,07-12-2024,07:39 AM,Saturday,717,96041,34,10:02 AM,Sunday,25-34,Female,USA,2451,726,1228,4.3,Winter,Low,Similar Romance F,Print Media,1132
582,Movie,History,08-09-2024,04:45 AM,Sunday,145,85570,70,07:26 PM,Friday,25-34,Female,France,1885,958,1333,4.1,Summer,High,Similar Action D,Email Campaign,8557
583,Movie,History,7/27/2024,10:40 PM,Monday,142,46455,83,12:20 PM,Saturday,18-24,Male,USA,2024,270,783,3,Spring,Medium,Similar Action D,30% off,2037
584,Series,History,07-11-2024,02:48 PM,Tuesday,575,40515,94,12:47 AM,Saturday,45-54,Female,USA,1391,737,94,3.8,Spring,Low,Similar Romance F,Online Ads,16210
585,Movie,Action,07-05-2024,02:21 AM,Tuesday,177,51923,83,04:39 PM,Sunday,35-44,Female,USA,2153,42,1450,1.8,Winter,Low,Similar Movie A,Email Campaign,3682
586,Series,Nature,09-02-2024,03:34 PM,Friday,811,51751,72,10:27 AM,Tuesday,25-34,Female,Italy,374,1885,1092,3.5,Fall,Medium,Similar Doc C,Email Campaign,10589
587,Series,Action,7/30/2024,09:16 AM,Friday,1201,90581,62,05:23 PM,Friday,45-54,Male,Italy,558,364,101,3,Summer,High,Similar Action D,TV Ads,9509
588,Series,Action,07-06-2024,11:38 AM,Friday,792,60706,90,12:45 PM,Saturday,18-24,Male,Italy,1804,927,1040,2.8,Spring,Medium,Similar Sci-Fi E,Print Media,7321
589,Movie,Thriller,8/29/2024,04:42 PM,Thursday,169,7245,31,05:21 PM,Sunday,45-54,Female,Italy,395,1942,1312,2.1,Spring,Low,Similar Sci-Fi E,Social Media,14684
590,Documentary,History,7/23/2024,01:31 AM,Tuesday,95,10489,55,07:01 PM,Friday,25-34,Male,India,1116,1374,1077,1.8,Fall,Low,Similar Movie A,Social Media,970
